credential_id,domain_code,domain_name,domain_weight_pct,objective_code,objective_statement
comptia-itf-plus,1.0,IT Concepts and Terminology,17,1.1,"Compare and contrast notational systems (Binary, Hexadecimal, Decimal, Data representation including ASCII and Unicode)"
comptia-itf-plus,1.0,IT Concepts and Terminology,17,1.2,"Compare and contrast fundamental data types and their characteristics (Char, Strings, Numbers including Integers and Floats, Boolean)"
comptia-itf-plus,1.0,IT Concepts and Terminology,17,1.3,"Illustrate the basics of computing and processing (Input, Processing, Output, Storage)"
comptia-itf-plus,1.0,IT Concepts and Terminology,17,1.4,"Explain the value of data and information (Data and information as assets, Importance of investing in security, Relationship of data to creating information, Intellectual property, Digital products, Data-driven business decisions)"
comptia-itf-plus,1.0,IT Concepts and Terminology,17,1.5,"Compare and contrast common units of measure (Storage units, Throughput units, Processing speed)"
comptia-itf-plus,1.0,IT Concepts and Terminology,17,1.6,"Explain the troubleshooting methodology (Identify the problem, Research knowledge base, Establish theory of probable cause, Test the theory, Establish plan of action, Implement the solution, Verify full system functionality, Document findings)"
comptia-itf-plus,2.0,Infrastructure,22,2.1,"Classify common types of input/output device interfaces (Networking wired and wireless, Peripheral device, Graphic device)"
comptia-itf-plus,2.0,Infrastructure,22,2.2,"Given a scenario, set up and install common peripheral devices to a laptop/PC (Printer, Scanner, Keyboard, Mouse, Camera, External hard drive, Speakers, Display; Plug-and-play vs driver installation)"
comptia-itf-plus,2.0,Infrastructure,22,2.3,"Explain the purpose of common internal computing components (Motherboard, Firmware/BIOS, RAM, CPU including ARM 32-bit 64-bit, Storage, GPU, Cooling, NIC)"
comptia-itf-plus,2.0,Infrastructure,22,2.4,"Compare and contrast common Internet service types (Fiber optic, Cable, DSL, Wireless including Radio frequency Satellite Cellular)"
comptia-itf-plus,2.0,Infrastructure,22,2.5,"Compare and contrast storage types (Volatile vs non-volatile, Local storage types, Local network storage types, Cloud storage service)"
comptia-itf-plus,2.0,Infrastructure,22,2.6,"Compare and contrast common computing devices and their purposes (Mobile phones, Tablets, Laptops, Workstations, Servers, Gaming consoles, IoT)"
comptia-itf-plus,2.0,Infrastructure,22,2.7,"Explain basic networking concepts (Basics of network communication, Device addresses, Basic protocols, Devices)"
comptia-itf-plus,2.0,Infrastructure,22,2.8,"Given a scenario, install configure and secure a basic wireless network (802.11a/b/g/n/ac, Best practices including SSID change default password encryption WEP WPA WPA2)"
comptia-itf-plus,3.0,Applications and Software,18,3.1,"Explain the purpose of operating systems (Interface between applications and hardware, Disk management, Process management, Application management, Memory management, Device management, Access control, Types of OS)"
comptia-itf-plus,3.0,Applications and Software,18,3.2,"Compare and contrast components of an operating system (File systems and features, File management, Services, Processes, Drivers, Utilities, Interfaces)"
comptia-itf-plus,3.0,Applications and Software,18,3.3,"Explain the purpose and proper use of software (Productivity software, Collaboration software, Business software)"
comptia-itf-plus,3.0,Applications and Software,18,3.4,"Explain methods of application architecture and delivery models (Locally installed, Local network hosted, Cloud hosted, Application architecture models one-tier through n-tier)"
comptia-itf-plus,3.0,Applications and Software,18,3.5,"Given a scenario, configure and use web browsers (Caching, Deactivate client-side scripting, Browser add-ons/extensions, Private browsing, Proxy settings, Certificates, Popup blockers, Script blockers)"
comptia-itf-plus,3.0,Applications and Software,18,3.6,"Compare and contrast general application concepts and uses (Single-platform vs cross-platform, Licensing, Software installation best practices)"
comptia-itf-plus,4.0,Software Development Concepts,12,4.1,"Compare and contrast programming language categories (Interpreted, Compiled, Query languages, Assembly language)"
comptia-itf-plus,4.0,Software Development Concepts,12,4.2,"Given a scenario, use programming organizational techniques and interpret logic (Pseudocode, Flow-chart concepts, Sequence, Branching, Looping)"
comptia-itf-plus,4.0,Software Development Concepts,12,4.3,"Explain the purpose and use of programming concepts (Identifiers, Containers, Functions, Objects)"
comptia-itf-plus,5.0,Database Fundamentals,11,5.1,"Explain database concepts and the purpose of a database (Usage of database, Flat file vs database, Scalability, Speed, Variety of data, Records, Storage)"
comptia-itf-plus,5.0,Database Fundamentals,11,5.2,"Compare and contrast various database structures (Structured vs semi-structured vs non-structured, Relational databases, Non-relational databases)"
comptia-itf-plus,5.0,Database Fundamentals,11,5.3,"Summarize methods used to interface with databases (Relational methods, Database access methods, Export/import)"
comptia-itf-plus,6.0,Security,20,6.1,"Summarize confidentiality integrity and availability concerns (Confidentiality concerns, Integrity concerns, Availability concerns)"
comptia-itf-plus,6.0,Security,20,6.2,"Explain methods to secure devices and best practices (Securing devices mobile/workstation, Device use best practices)"
comptia-itf-plus,6.0,Security,20,6.3,"Summarize behavioral security concepts (Expectations of privacy, Written policies and procedures, Handling of confidential information)"
comptia-itf-plus,6.0,Security,20,6.4,"Compare and contrast authentication authorization accounting and non-repudiation concepts (Authentication single/multifactor, Authorization permissions and models, Accounting logs/tracking, Non-repudiation)"
comptia-itf-plus,6.0,Security,20,6.5,"Explain password best practices (Length, Complexity, History, Expiration, Reuse, Password managers, Reset process)"
comptia-itf-plus,6.0,Security,20,6.6,"Explain common uses of encryption (Plain text vs cipher text, Data at rest, Data in transit)"
comptia-itf-plus,6.0,Security,20,6.7,"Explain business continuity concepts (Fault tolerance, Backup considerations, Contingency plan, Disaster recovery)"
